"Path","Value"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-12Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-12Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-6Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100C-6Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P100X-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P4-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-12Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-12Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-24Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-24Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-3Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-3Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-6Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-6Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P40-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID P6-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-12Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-12Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-24Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-24Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-3Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-3Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-6Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-6Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000P","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX6000P\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-12Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-12Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-24Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-24Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-3Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-3Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-48Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-48Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-6Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-6Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000P","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTX8000P\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-12Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-12Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-16Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-1Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-1Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-24Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-24Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-2Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-3Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-3Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-48Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-48Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-4Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-6Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-6Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-8Q","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID RTXA6000-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID T4-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-32Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-32Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100D-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-1Q","131080"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-2Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-2Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-32Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-32Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-4Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-4Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-8Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100DX-8Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-16Q","197640"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-16Q\V001_FG_V2221138541","205832"
"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\SOFTWARE\SolidWorks\AllowList\Gl2Shaders\NV40\GRID V100L-1Q","131080"
